,title,word
abandons,The Handmaid's Tale,1
actions,The Awakening,1
actors,The Taming of the Shrew,1
allows,Life of Pi,1
ago,The Importance of Being Earnest,1
agrees,Much Ado About Nothing,1
agrees,As You Like It,1
agreement,Othello,1
agreeing,Romeo and Juliet,1
agreeing,Jane Eyre,1
agreeable,Emma,1
agree,Emma,1
ago,Jane Eyre,1
actually,Emma,1
agitation,Emma,1
aging,The Handmaid's Tale,1
aging,Emma,1
agility,As You Like It,1
aggressors,The Kite Runner,1
aged,The Handmaid's Tale,1
age,The Importance of Being Earnest,1
agrees,Othello,1
agrees,The Scarlet Letter,1
aguecheek,Twelfth Night,1
aid,The Scarlet Letter,1
allow,The Taming of the Shrew,1
allow,The Awakening,1
allow,Macbeth,1
alliance,As You Like It,1
allegiance,Macbeth,1
alive,Romeo and Juliet,1
alive,Beloved,1
alienate,The Importance of Being Earnest,1
aliena,As You Like It,1
alehouse,The Taming of the Shrew,1
alcée,The Awakening,1
alarmed,Macbeth,1
alarmed,As You Like It,1
air,Macbeth,1
ailing,Beloved,1
age,Emma,1
afterward,Emma,1
afternoon,Romeo and Juliet,1
adult,The Kite Runner,1
adopt,Jane Eyre,1
adolescent,The Kite Runner,1
ado,Much Ado About Nothing,1
admits,The Scarlet Letter,1
admit,The Taming of the Shrew,1
admit,Much Ado About Nothing,1
admit,Life of Pi,1
admires,Emma,1
admiration,Pride and Prejudice,1
adjourn,The Taming of the Shrew,1
adhere,The Kite Runner,1
addresses,As You Like It,1
addition,Emma,1
add,Macbeth,1
adapt,The Handmaid's Tale,1
adrift,Life of Pi,1
adulterer,The Great Gatsby,1
afternoon,Jane Eyre,1
adulterous,The Awakening,1
aftereffects,The Kite Runner,1
afghan,The Kite Runner,1
affirming,Emma,1
affecting,The Kite Runner,1
affair,The Awakening,1
advises,The Awakening,1
advises,Romeo and Juliet,1
advises,Jane Eyre,1
advice,Romeo and Juliet,1
advertisement,Jane Eyre,1
adventures,Othello,1
advancing,Macbeth,1
advances,The Taming of the Shrew,1
adultery,The Awakening,1
adulterous,The Scarlet Letter,1
aspirations,Emma,1
assembled,Macbeth,1
celebrate,Romeo and Juliet,1
book,The Great Gatsby,1
box,Emma,1
bothered,Emma,1
boston,The Handmaid's Tale,1
borrowed,The Handmaid's Tale,1
born,Jane Eyre,1
boring,The Handmaid's Tale,1
books,Jane Eyre,1
book,Jane Eyre,1
brother,Jane Eyre,1
bondage,Beloved,1
bond,The Great Gatsby,1
bond,As You Like It,1
body,Romeo and Juliet,1
body,Macbeth,1
body,Beloved,1
bodies,Romeo and Juliet,1
boy,Twelfth Night,1
boys,The Awakening,1
brains,Beloved,1
branches,Macbeth,1
brother,Beloved,1
british,The Importance of Being Earnest,1
brings,The Scarlet Letter,1
brings,Romeo and Juliet,1
bringing,Emma,1
bring,Romeo and Juliet,1
brilliant,The Awakening,1
brief,The Handmaid's Tale,1
brief,Emma,1
breeders,The Handmaid's Tale,1
breeder,The Handmaid's Tale,1
breasts,Beloved,1
breaks,The Great Gatsby,1
breaks,Romeo and Juliet,1
brawl,Romeo and Juliet,1
boat,Life of Pi,1
boarding,The Awakening,1
boarding,Emma,1
births,The Handmaid's Tale,1
birth,The Handmaid's Tale,1
birth,Beloved,1
birnam,Macbeth,1
biondello,The Taming of the Shrew,1
biological,The Handmaid's Tale,1
biggest,The Kite Runner,1
bible,The Handmaid's Tale,1
bevy,The Taming of the Shrew,1
better,The Awakening,1
better,Othello,1
better,Life of Pi,1
betrayals,The Kite Runner,1
betrayal,Othello,1
best,Twelfth Night,1
best,The Taming of the Shrew,1
birthings,The Handmaid's Tale,1
biscuits,Life of Pi,1
bluestone,Beloved,1
bit,Much Ado About Nothing,1
blowing,Life of Pi,1
bloody,Macbeth,1
block,The Importance of Being Earnest,1
blissful,Jane Eyre,1
blessings,The Importance of Being Earnest,1
blatantly,Jane Eyre,1
blatant,The Great Gatsby,1
blank,The Handmaid's Tale,1
blaming,Emma,1
blames,Jane Eyre,1
blamed,Jane Eyre,1
black,The Kite Runner,1
black,The Handmaid's Tale,1
bizarre,Jane Eyre,1
bits,The Handmaid's Tale,1
brother,Emma,1
brothers,As You Like It,1
beside,Emma,1
captivated,Emma,1
careful,Pride and Prejudice,1
care,The Scarlet Letter,1
care,The Awakening,1
care,Emma,1
cards,The Handmaid's Tale,1
cardew,The Importance of Being Earnest,1
capulets,Romeo and Juliet,1
captain,Twelfth Night,1
brought,Life of Pi,1
captain,The Scarlet Letter,1
captain,Macbeth,1
capricious,The Scarlet Letter,1
capricious,The Awakening,1
capricious,As You Like It,1
capacity,The Awakening,1
canvas,Life of Pi,1
cargo,Life of Pi,1
carnivorous,Life of Pi,1
carriage,Emma,1
carried,The Importance of Being Earnest,1
cautious,The Taming of the Shrew,1
causing,The Taming of the Shrew,1
causes,The Awakening,1
causes,Life of Pi,1
cause,The Taming of the Shrew,1
cause,Much Ado About Nothing,1
catholicism,Life of Pi,1
catechism,The Scarlet Letter,1
catches,Jane Eyre,1
castaway,Life of Pi,1
cassette,The Handmaid's Tale,1
case,The Importance of Being Earnest,1
case,Othello,1
carry,Much Ado About Nothing,1
carries,Jane Eyre,1
canon,The Importance of Being Earnest,1
canada,Life of Pi,1
came,Othello,1
buys,Romeo and Juliet,1
business,Emma,1
business,As You Like It,1
buried,The Scarlet Letter,1
buried,The Kite Runner,1
burial,Beloved,1
bunburying,The Importance of Being Earnest,1
bumps,The Great Gatsby,1
bumbling,Much Ado About Nothing,1
bullies,The Kite Runner,1
builds,Life of Pi,1
build,Beloved,1
buglar,Beloved,1
brute,As You Like It,1
brutal,The Awakening,1
brutal,Beloved,1
businessmen,The Handmaid's Tale,1
cabal,The Handmaid's Tale,1
came,Macbeth,1
cables,The Handmaid's Tale,1
calm,The Scarlet Letter,1
calls,The Scarlet Letter,1
calls,The Importance of Being Earnest,1
calls,Pride and Prejudice,1
calls,Beloved,1
calling,The Taming of the Shrew,1
calling,Jane Eyre,1
called,Othello,1
called,Jane Eyre,1
called,Emma,1
called,As You Like It,1
calculated,Othello,1
cajoled,The Scarlet Letter,1
cafeteria,The Handmaid's Tale,1
cadre,The Handmaid's Tale,1
beside,Othello,1
beset,Othello,1
assessments,The Awakening,1
aunts,The Handmaid's Tale,1
awake,Romeo and Juliet,1
awake,Macbeth,1
avoid,Othello,1
avocation,The Taming of the Shrew,1
avenge,Romeo and Juliet,1
avenge,Macbeth,1
author,As You Like It,1
aunt,The Importance of Being Earnest,1
ball,Emma,1
august,Beloved,1
audiences,Twelfth Night,1
audience,Much Ado About Nothing,1
attractive,As You Like It,1
attitudes,The Awakening,1
attire,As You Like It,1
attentively,Emma,1
awakened,Emma,1
awakening,Life of Pi,1
away,As You Like It,1
away,Emma,1
badly,Life of Pi,1
bad,The Taming of the Shrew,1
bad,The Importance of Being Earnest,1
bad,Much Ado About Nothing,1
bad,Emma,1
back,The Kite Runner,1
back,The Importance of Being Earnest,1
back,Life of Pi,1
back,Beloved,1
baby,The Scarlet Letter,1
babies,Beloved,1
away,The Scarlet Letter,1
away,The Great Gatsby,1
away,The Awakening,1
away,Pride and Prejudice,1
attentions,The Awakening,1
attentions,Much Ado About Nothing,1
attentions,Emma,1
attack,The Handmaid's Tale,1
attachment,Pride and Prejudice,1
attachment,Emma,1
attaches,Life of Pi,1
atone,The Kite Runner,1
astounds,The Taming of the Shrew,1
assures,Jane Eyre,1
assures,Emma,1
assure,Othello,1
assumes,The Taming of the Shrew,1
assumes,The Importance of Being Earnest,1
assumes,The Handmaid's Tale,1
assumes,As You Like It,1
assume,The Taming of the Shrew,1
assume,As You Like It,1
associating,Jane Eyre,1
attack,Othello,1
attacked,Jane Eyre,1
attentions,As You Like It,1
attempt,The Taming of the Shrew,1
attention,The Taming of the Shrew,1
attention,Pride and Prejudice,1
attention,Emma,1
attends,The Great Gatsby,1
attended,The Taming of the Shrew,1
attendants,Twelfth Night,1
attend,The Importance of Being Earnest,1
attend,The Awakening,1
attend,Jane Eyre,1
attend,Beloved,1
attempts,The Taming of the Shrew,1
attempts,The Handmaid's Tale,1
attempts,Jane Eyre,1
attempting,The Importance of Being Earnest,1
attempted,Emma,1
balcony,Romeo and Juliet,1
ball,Pride and Prejudice,1
bequest,Pride and Prejudice,1
begs,Jane Eyre,1
behavior,The Awakening,1
behavior,Pride and Prejudice,1
behavior,Jane Eyre,1
behalf,The Taming of the Shrew,1
begun,The Scarlet Letter,1
begs,Romeo and Juliet,1
begs,Othello,1
begins,The Scarlet Letter,1
band,As You Like It,1
begins,The Importance of Being Earnest,1
begins,Pride and Prejudice,1
begins,Macbeth,1
begins,Life of Pi,1
beginning,Macbeth,1
begging,Jane Eyre,1
beggarly,The Taming of the Shrew,1
behavior,The Handmaid's Tale,1
behind,Romeo and Juliet,1
behind,The Kite Runner,1
belch,Twelfth Night,1
bent,The Handmaid's Tale,1
beneath,Life of Pi,1
beloved,The Scarlet Letter,1
belongs,The Handmaid's Tale,1
believing,Pride and Prejudice,1
believing,Othello,1
believing,Much Ado About Nothing,1
believes,The Taming of the Shrew,1
believes,Pride and Prejudice,1
believes,Jane Eyre,1
believe,Twelfth Night,1
believe,Romeo and Juliet,1
believe,Othello,1
believe,Much Ado About Nothing,1
believe,Life of Pi,1
beggar,The Taming of the Shrew,1
beg,Othello,1
befuddlement,The Taming of the Shrew,1
battle,Macbeth,1
basket,The Handmaid's Tale,1
basic,Beloved,1
based,Macbeth,1
barters,Beloved,1
barrenness,The Handmaid's Tale,1
barracks,The Handmaid's Tale,1
barn,Beloved,1
barbed,The Handmaid's Tale,1
banquet,Macbeth,1
banking,Othello,1
banishment,Romeo and Juliet,1
banishes,Beloved,1
banishes,As You Like It,1
banished,As You Like It,1
bangor,The Handmaid's Tale,1
bathed,The Taming of the Shrew,1
battle,The Importance of Being Earnest,1
bedroom,The Handmaid's Tale,1
bearing,Life of Pi,1
bedding,Jane Eyre,1
bed,Beloved,1
becomes,The Awakening,1
becomes,Romeo and Juliet,1
become,The Scarlet Letter,1
become,Macbeth,1
beauty,The Scarlet Letter,1
beauty,The Importance of Being Earnest,1
beauty,Jane Eyre,1
beautiful,The Importance of Being Earnest,1
beautiful,Jane Eyre,1
beatings,The Handmaid's Tale,1
beating,Beloved,1
bears,The Kite Runner,1
bears,Beloved,1
ended,Emma,1
endured,Jane Eyre,1
morning,Jane Eyre,1
join,Romeo and Juliet,1
journey,As You Like It,1
joins,The Taming of the Shrew,1
joins,The Handmaid's Tale,1
joins,Jane Eyre,1
joined,Much Ado About Nothing,1
join,The Taming of the Shrew,1
join,The Scarlet Letter,1
join,As You Like It,1
japanese,Life of Pi,1
jobs,The Handmaid's Tale,1
job,Beloved,1
jezebel,The Handmaid's Tale,1
jews,The Handmaid's Tale,1
jeopardizing,The Scarlet Letter,1
jealously,Jane Eyre,1
jealous,Pride and Prejudice,1
journey,Macbeth,1
journey,The Taming of the Shrew,1
journeys,The Great Gatsby,1
joyce,Beloved,1
kept,Jane Eyre,1
kept,As You Like It,1
kentucky,Beloved,1
keeper,Jane Eyre,1
keep,Romeo and Juliet,1
keep,Pride and Prejudice,1
keep,As You Like It,1
justifies,Jane Eyre,1
june,The Scarlet Letter,1
june,The Handmaid's Tale,1
june,Emma,1
judgment,The Taming of the Shrew,1
judgment,Macbeth,1
joyous,As You Like It,1
joyfully,Jane Eyre,1
japanese,The Handmaid's Tale,1
january,Jane Eyre,1
enemy,As You Like It,1
intervenes,Romeo and Juliet,1
invites,Pride and Prejudice,1
invite,Macbeth,1
invitation,The Great Gatsby,1
invincible,Macbeth,1
invasion,Macbeth,1
introduces,Pride and Prejudice,1
intolerable,Jane Eyre,1
intertwined,Much Ado About Nothing,1
janine,The Handmaid's Tale,1
interrupted,Pride and Prejudice,1
interrupted,Beloved,1
interrogates,The Importance of Being Earnest,1
interfere,Emma,1
interested,The Awakening,1
interested,Pride and Prejudice,1
interested,Much Ado About Nothing,1
involved,As You Like It,1
involved,Emma,1
involved,The Handmaid's Tale,1
involving,Twelfth Night,1
james,The Handmaid's Tale,1
james,Beloved,1
jamaica,Jane Eyre,1
italy,Romeo and Juliet,1
issues,The Kite Runner,1
issue,The Awakening,1
isolated,Romeo and Juliet,1
island,The Great Gatsby,1
island,The Awakening,1
islam,Life of Pi,1
irritation,Pride and Prejudice,1
iron,Beloved,1
ireland,Macbeth,1
ireland,Emma,1
inwardly,Emma,1
keynote,The Handmaid's Tale,1
khaki,The Handmaid's Tale,1
khan,The Kite Runner,1
leads,The Kite Runner,1
learning,As You Like It,1
learned,Emma,1
learn,The Importance of Being Earnest,1
learn,The Awakening,1
learn,Jane Eyre,1
learn,Emma,1
leah,The Handmaid's Tale,1
leads,Jane Eyre,1
kill,As You Like It,1
leaders,Life of Pi,1
layers,Life of Pi,1
launches,Macbeth,1
laugh,The Taming of the Shrew,1
latin,The Handmaid's Tale,1
later,Jane Eyre,1
late,The Importance of Being Earnest,1
learning,The Kite Runner,1
learns,As You Like It,1
least,Jane Eyre,1
least,Much Ado About Nothing,1
leaves,The Handmaid's Tale,1
leaves,The Awakening,1
leaves,Romeo and Juliet,1
leaves,Othello,1
leaves,Life of Pi,1
leaves,Emma,1
leave,The Scarlet Letter,1
leave,The Kite Runner,1
leave,The Importance of Being Earnest,1
leave,The Awakening,1
leave,Romeo and Juliet,1
leave,Pride and Prejudice,1
leave,Life of Pi,1
leave,Jane Eyre,1
leave,Beloved,1
late,Othello,1
late,Jane Eyre,1
lasting,The Kite Runner,1
known,As You Like It,1
know,The Scarlet Letter,1
knocking,Macbeth,1
kissing,The Awakening,1
kisses,The Handmaid's Tale,1
kingship,Macbeth,1
kings,Macbeth,1
kinds,Life of Pi,1
kills,Macbeth,1
killing,Macbeth,1
killing,Life of Pi,1
kill,The Awakening,1
kill,Romeo and Juliet,1
kill,Macbeth,1
kill,Life of Pi,1
kill,Beloved,1
knowing,The Great Gatsby,1
known,Beloved,1
lass,As You Like It,1
known,Life of Pi,1
large,Much Ado About Nothing,1
large,Emma,1
landowning,Pride and Prejudice,1
lamb,The Taming of the Shrew,1
ladylike,Jane Eyre,1
lady,As You Like It,1
ladies,Beloved,1
lacking,The Importance of Being Earnest,1
labor,The Awakening,1
labeled,The Handmaid's Tale,1
knows,Macbeth,1
knows,Emma,1
known,The Handmaid's Tale,1
known,The Great Gatsby,1
known,Pride and Prejudice,1
interested,Emma,1
interest,The Taming of the Shrew,1
interest,Emma,1
impertinence,Emma,1
imposing,The Great Gatsby,1
important,Twelfth Night,1
important,The Taming of the Shrew,1
important,The Kite Runner,1
importance,The Importance of Being Earnest,1
implicating,Othello,1
impertinence,Pride and Prejudice,1
impersonators,The Taming of the Shrew,1
increases,Emma,1
impending,The Handmaid's Tale,1
impediment,Jane Eyre,1
immigrate,Life of Pi,1
immense,Twelfth Night,1
immediately,Twelfth Night,1
immediately,The Importance of Being Earnest,1
immediately,Pride and Prejudice,1
impounding,The Handmaid's Tale,1
impression,Much Ado About Nothing,1
impromptu,Emma,1
improper,Emma,1
income,Twelfth Night,1
income,The Awakening,1
including,The Handmaid's Tale,1
including,Macbeth,1
including,Life of Pi,1
including,Emma,1
includes,Twelfth Night,1
included,Twelfth Night,1
incidents,The Great Gatsby,1
incident,The Great Gatsby,1
incarceration,The Handmaid's Tale,1
inappropriately,The Taming of the Shrew,1
inaction,The Kite Runner,1
imprudence,Pride and Prejudice,1
improve,Emma,1
immediately,Much Ado About Nothing,1
immediately,Emma,1
immediate,Life of Pi,1
ice,Beloved,1
hustle,The Handmaid's Tale,1
husband,Othello,1
husband,Much Ado About Nothing,1
husband,Macbeth,1
husband,Emma,1
hurries,The Handmaid's Tale,1
hunting,The Taming of the Shrew,1
hunsford,Pride and Prejudice,1
hungry,Life of Pi,1
hunger,Life of Pi,1
humor,Twelfth Night,1
humility,Jane Eyre,1
humiliation,The Scarlet Letter,1
humble,Jane Eyre,1
humane,Beloved,1
hysterical,Romeo and Juliet,1
ice,Jane Eyre,1
imagined,The Importance of Being Earnest,1
idea,Life of Pi,1
imaginary,The Importance of Being Earnest,1
illness,The Scarlet Letter,1
illness,Emma,1
illicit,The Handmaid's Tale,1
illegitimate,Emma,1
illegal,The Handmaid's Tale,1
ill,Macbeth,1
idyllic,Beloved,1
identity,Jane Eyre,1
identity,As You Like It,1
identifying,The Awakening,1
identifies,The Scarlet Letter,1
identifies,The Kite Runner,1
identifies,The Importance of Being Earnest,1
identifies,The Handmaid's Tale,1
increased,Macbeth,1
indeed,Emma,1
intention,The Awakening,1
insistently,Emma,1
instead,Jane Eyre,1
instability,The Kite Runner,1
inspired,The Scarlet Letter,1
insists,The Scarlet Letter,1
insists,Jane Eyre,1
insists,Emma,1
insisting,Jane Eyre,1
inscription,The Scarlet Letter,1
indeed,The Taming of the Shrew,1
inscription,The Importance of Being Earnest,1
inscribed,Beloved,1
insane,Jane Eyre,1
inquiry,Romeo and Juliet,1
innocently,Othello,1
innocent,Pride and Prejudice,1
innocent,Othello,1
instead,Pride and Prejudice,1
instead,Romeo and Juliet,1
instead,The Taming of the Shrew,1
instill,As You Like It,1
intensely,The Awakening,1
intends,Life of Pi,1
intends,As You Like It,1
intended,Emma,1
intend,Pride and Prejudice,1
insults,The Taming of the Shrew,1
insult,Much Ado About Nothing,1
insufferable,Emma,1
instrumental,Pride and Prejudice,1
instrument,Othello,1
instructs,The Taming of the Shrew,1
instructions,The Taming of the Shrew,1
instructed,Pride and Prejudice,1
instruct,The Taming of the Shrew,1
institution,Jane Eyre,1
innocence,Othello,1
innkeeper,Jane Eyre,1
inner,Macbeth,1
inform,Emma,1
infested,Life of Pi,1
infertile,The Handmaid's Tale,1
infatuated,The Awakening,1
infant,The Scarlet Letter,1
infant,Beloved,1
indulging,The Awakening,1
induction,The Taming of the Shrew,1
individuality,The Handmaid's Tale,1
indifferent,The Awakening,1
indifferent,Pride and Prejudice,1
indicates,The Handmaid's Tale,1
indicates,Macbeth,1
india,The Importance of Being Earnest,1
independent,The Awakening,1
indentured,Beloved,1
influencing,Pride and Prejudice,1
informed,As You Like It,1
inn,Pride and Prejudice,1
informed,Macbeth,1
injured,Life of Pi,1
injured,As You Like It,1
initially,Romeo and Juliet,1
initially,Life of Pi,1
initial,The Taming of the Shrew,1
inherited,Jane Eyre,1
inheritance,Jane Eyre,1
inheritance,As You Like It,1
inherit,Pride and Prejudice,1
ingredient,Life of Pi,1
ingram,Jane Eyre,1
informs,Pride and Prejudice,1
informs,Emma,1
informing,The Taming of the Shrew,1
informed,The Scarlet Letter,1
leaves,The Taming of the Shrew,1
leaving,As You Like It,1
leaving,Beloved,1
matrimonially,Twelfth Night,1
meantime,Much Ado About Nothing,1
mean,Jane Eyre,1
meager,The Scarlet Letter,1
mayday,The Handmaid's Tale,1
may,The Scarlet Letter,1
matrons,The Handmaid's Tale,1
matronly,Life of Pi,1
mates,The Handmaid's Tale,1
members,The Kite Runner,1
mate,Beloved,1
master,The Taming of the Shrew,1
master,Beloved,1
massachusetts,The Handmaid's Tale,1
masquerading,The Taming of the Shrew,1
masks,Romeo and Juliet,1
masked,Romeo and Juliet,1
meanwhile,Emma,1
meanwhile,Macbeth,1
meanwhile,Much Ado About Nothing,1
meanwhile,Othello,1
members,Romeo and Juliet,1
member,Life of Pi,1
meets,The Scarlet Letter,1
meets,Pride and Prejudice,1
meets,Othello,1
meetings,Emma,1
meeting,The Awakening,1
meeting,Othello,1
meet,As You Like It,1
medieval,Macbeth,1
medical,The Handmaid's Tale,1
meddling,Pride and Prejudice,1
meanwhile,The Scarlet Letter,1
meanwhile,The Awakening,1
meanwhile,Romeo and Juliet,1
martyrs,Jane Eyre,1
marsh,Jane Eyre,1
marrying,Jane Eyre,1
maritime,Life of Pi,1
many,Emma,1
many,As You Like It,1
mansion,The Awakening,1
manor,The Taming of the Shrew,1
maniacal,Jane Eyre,1
mandelet,The Awakening,1
manages,Beloved,1
manager,Jane Eyre,1
manager,Emma,1
man,The Importance of Being Earnest,1
man,The Awakening,1
man,Pride and Prejudice,1
man,Othello,1
man,Much Ado About Nothing,1
man,Emma,1
many,The Scarlet Letter,1
mark,Beloved,1
marry,Twelfth Night,1
markets,The Handmaid's Tale,1
marries,Romeo and Juliet,1
marries,Jane Eyre,1
married,Pride and Prejudice,1
married,Othello,1
married,Much Ado About Nothing,1
married,Emma,1
married,As You Like It,1
marriages,The Handmaid's Tale,1
marriageability,Pride and Prejudice,1
marriage,The Scarlet Letter,1
marriage,The Importance of Being Earnest,1
marriage,Pride and Prejudice,1
marriage,Othello,1
marriage,Much Ado About Nothing,1
marks,The Great Gatsby,1
members,The Handmaid's Tale,1
members,The Scarlet Letter,1
making,Twelfth Night,1
misshapen,The Scarlet Letter,1
moment,Macbeth,1
mock,The Awakening,1
mixed,Emma,1
mistakes,Beloved,1
mistakenly,Othello,1
mistakenly,Macbeth,1
missing,The Taming of the Shrew,1
missed,As You Like It,1
members,Twelfth Night,1
miss,The Taming of the Shrew,1
misgivings,Macbeth,1
misfortune,Pride and Prejudice,1
miserable,Jane Eyre,1
mischief,Much Ado About Nothing,1
mirror,The Taming of the Shrew,1
miraculously,As You Like It,1
moment,Othello,1
moment,Romeo and Juliet,1
moment,The Importance of Being Earnest,1
momentary,Much Ado About Nothing,1
morning,Emma,1
morally,Life of Pi,1
moors,Jane Eyre,1
moon,The Taming of the Shrew,1
moody,Jane Eyre,1
moody,As You Like It,1
months,Emma,1
months,Beloved,1
monthly,The Handmaid's Tale,1
month,The Handmaid's Tale,1
month,Pride and Prejudice,1
montano,Othello,1
money,The Scarlet Letter,1
monday,The Importance of Being Earnest,1
moments,The Handmaid's Tale,1
ministry,Life of Pi,1
minister,The Importance of Being Earnest,1
minister,Jane Eyre,1
met,Emma,1
messenger,Twelfth Night,1
messenger,Romeo and Juliet,1
merry,Twelfth Night,1
merry,The Taming of the Shrew,1
mere,Emma,1
mercy,The Handmaid's Tale,1
mercilessly,Much Ado About Nothing,1
mental,The Importance of Being Earnest,1
mental,The Handmaid's Tale,1
men,The Importance of Being Earnest,1
men,The Handmaid's Tale,1
men,Othello,1
men,Beloved,1
memories,Macbeth,1
memories,Beloved,1
messina,Much Ado About Nothing,1
meteor,The Scarlet Letter,1
minded,As You Like It,1
mexico,Life of Pi,1
mind,Othello,1
mind,Life of Pi,1
mind,Beloved,1
mill,Emma,1
milk,Beloved,1
militia,Pride and Prejudice,1
military,Othello,1
might,Othello,1
might,As You Like It,1
midst,The Taming of the Shrew,1
midst,Emma,1
midst,As You Like It,1
middle,The Great Gatsby,1
mid,The Handmaid's Tale,1
mexico,The Awakening,1
male,As You Like It,1
making,Othello,1
leaving,Othello,1
like,Jane Eyre,1
linguistic,The Taming of the Shrew,1
lillian,Beloved,1
likes,The Awakening,1
likes,Jane Eyre,1
likes,Emma,1
like,The Importance of Being Earnest,1
like,Life of Pi,1
lights,The Handmaid's Tale,1
lives,The Handmaid's Tale,1
lightest,Twelfth Night,1
light,The Handmaid's Tale,1
light,Jane Eyre,1
lifestyle,The Handmaid's Tale,1
lifestyle,The Great Gatsby,1
lifeless,Romeo and Juliet,1
lifejackets,Life of Pi,1
lioness,As You Like It,1
listens,The Handmaid's Tale,1
litio,The Taming of the Shrew,1
little,As You Like It,1
lives,Pride and Prejudice,1
lives,Life of Pi,1
lives,Beloved,1
lively,Emma,1
lived,The Handmaid's Tale,1
lived,Jane Eyre,1
live,The Handmaid's Tale,1
live,The Great Gatsby,1
live,The Awakening,1
live,Othello,1
live,As You Like It,1
little,The Importance of Being Earnest,1
little,The Awakening,1
little,Othello,1
little,Jane Eyre,1
life,The Handmaid's Tale,1
life,The Awakening,1
life,Pride and Prejudice,1
let,Emma,1
lessen,Pride and Prejudice,1
less,Pride and Prejudice,1
less,Emma,1
legal,Pride and Prejudice,1
leg,Othello,1
left,The Importance of Being Earnest,1
left,The Awakening,1
left,Pride and Prejudice,1
left,Jane Eyre,1
left,Emma,1
left,Beloved,1
lectures,Pride and Prejudice,1
lebrun,The Awakening,1
leaving,Romeo and Juliet,1
leaving,Pride and Prejudice,1
lessened,Pride and Prejudice,1
let,Much Ado About Nothing,1
life,Life of Pi,1
let,Othello,1
lies,The Kite Runner,1
liberation,The Handmaid's Tale,1
liberals,The Handmaid's Tale,1
liar,Othello,1
liaisons,The Handmaid's Tale,1
liaison,The Handmaid's Tale,1
levels,Jane Eyre,1
letters,The Importance of Being Earnest,1
letters,The Awakening,1
letters,Pride and Prejudice,1
letter,The Taming of the Shrew,1
letter,Pride and Prejudice,1
lethal,The Handmaid's Tale,1
100,The Taming of the Shrew,1
let,The Scarlet Letter,1
lives,The Great Gatsby,1
lives,The Kite Runner,1
makeup,The Handmaid's Tale,1
lovesick,Romeo and Juliet,1
made,The Taming of the Shrew,1
made,Jane Eyre,1
made,Emma,1
luxury,The Great Gatsby,1
lucas,Pride and Prejudice,1
loyal,Macbeth,1
lower,Pride and Prejudice,1
loves,Othello,1
lives,The Scarlet Letter,1
loves,Jane Eyre,1
lovers,The Taming of the Shrew,1
lovers,Jane Eyre,1
lovers,As You Like It,1
lover,The Scarlet Letter,1
loved,Othello,1
loved,Much Ado About Nothing,1
magazines,The Handmaid's Tale,1
magic,As You Like It,1
mail,Emma,1
mail,Jane Eyre,1
makes,The Importance of Being Earnest,1
makes,Pride and Prejudice,1
makes,Jane Eyre,1
make,The Scarlet Letter,1
make,The Importance of Being Earnest,1
make,Othello,1
make,Life of Pi,1
make,Jane Eyre,1
majestic,Jane Eyre,1
maintains,The Handmaid's Tale,1
maintains,The Awakening,1
maintain,The Awakening,1
maine,The Handmaid's Tale,1
main,The Awakening,1
main,Life of Pi,1
love,Othello,1
lout,As You Like It,1
lotion,The Handmaid's Tale,1
long,The Scarlet Letter,1
long,The Awakening,1
long,Romeo and Juliet,1
long,Beloved,1
loft,Beloved,1
lodgings,The Scarlet Letter,1
location,Macbeth,1
locates,The Handmaid's Tale,1
locates,Beloved,1
locals,Pride and Prejudice,1
local,The Importance of Being Earnest,1
local,The Handmaid's Tale,1
local,Pride and Prejudice,1
lloyd,Jane Eyre,1
living,The Scarlet Letter,1
living,Jane Eyre,1
long,The Great Gatsby,1
longer,Emma,1
loth,Macbeth,1
longer,Jane Eyre,1
lost,The Importance of Being Earnest,1
lost,As You Like It,1
losing,The Scarlet Letter,1
loses,The Scarlet Letter,1
loses,Life of Pi,1
lose,The Taming of the Shrew,1
lose,The Scarlet Letter,1
lords,Macbeth,1
looks,The Scarlet Letter,1
looking,Jane Eyre,1
looking,As You Like It,1
look,Jane Eyre,1
longer,The Importance of Being Earnest,1
longer,The Awakening,1
longer,Othello,1
human,Life of Pi,1
hulking,The Great Gatsby,1
however,Twelfth Night,1
figure,The Scarlet Letter,1
find,The Kite Runner,1
find,The Awakening,1
find,Pride and Prejudice,1
film,The Handmaid's Tale,1
filled,The Great Gatsby,1
filled,Macbeth,1
fill,The Great Gatsby,1
figure,The Handmaid's Tale,1
first,The Handmaid's Tale,1
fights,Romeo and Juliet,1
fights,Jane Eyre,1
fighting,The Great Gatsby,1
fighting,As You Like It,1
fight,Othello,1
fight,Life of Pi,1
field,The Scarlet Letter,1
find,The Taming of the Shrew,1
finding,As You Like It,1
finding,Emma,1
finding,Jane Eyre,1
first,Romeo and Juliet,1
first,Life of Pi,1
first,Jane Eyre,1
firm,Twelfth Night,1
firm,Emma,1
fire,Jane Eyre,1
finest,The Taming of the Shrew,1
finery,The Handmaid's Tale,1
finds,The Taming of the Shrew,1
finds,Pride and Prejudice,1
finds,Life of Pi,1
finds,Emma,1
finds,Beloved,1
finding,The Kite Runner,1
finding,Life of Pi,1
fidelity,Othello,1
feuding,Romeo and Juliet,1
fetches,Emma,1
feel,Emma,1
feathered,The Handmaid's Tale,1
feast,The Taming of the Shrew,1
